Artist,Album,Genre,Style,Year,Ratings
Pavement,Brighten the Corners: Nicene Creedence Ed.,Rock,Indie Rock,2008, 8.7 
Neil Young,Sugar Mountain: Live at Canterbury House 1968,Rock,Folk Rock,2008, 8.0 
The Very Best,Esau Mwamwaya and Radioclit are the Very Best,Hip Hop,None,2008, 8.6 
Fennesz,Black Sea,Rock,Post Rock,2008, 8.4 
Bohren & Der Club of Gore,Dolores,Electronic,Ambient,2008, 8.0 
Various Artists,Love Train: The Sound of Philadelphia,Funk / Soul,Rhythm & Blues,2008, 8.7 
Death Cab for Cutie,Something About Airplanes,Rock,Indie Rock,2008, 8.1 
Various Artists,Eccentric Soul: The Young Disciples,Funk / Soul,Soul,2008, 8.2 
The Gaslight Anthem,The '59 Sound,Rock,Hardcore,2008, 8.6 
R.E.M.,Murmur [Deluxe Edition],None,None,2008, 10.0 
Prurient,Arrowhead,Electronic,Noise,2008, 8.8 
Theo Parrish,Sound Sculptures Volume 1,Electronic,Deep House,2008, 8.6 
Los Campesinos!,We Are Beautiful We Are Doomed,Rock,Indie Rock,2008, 8.3 
Amadou & Mariam,Welcome to Mali,Electronic,Swingbeat,2008, 8.4 
Max Tundra,Parallax Error Beheads You,Electronic,Chiptune,2008, 8.5 
Danielson,Trying Hartz,Rock,Acoustic,2008, 8.0 
Love Is All,A Hundred Things Keep Me Up at Night,Rock,Indie Rock,2008, 8.1 
School of Seven Bells,Alpinisms,Electronic,Shoegaze,2008, 8.0 
Jessica Lea Mayfield,With Blasphemy So Heartfelt,Blues,Folk,2008, 8.2 
Q-Tip,The Renaissance,Hip Hop,Conscious,2008, 8.4 
New Order,Movement,Electronic,New Wave,2008, 9.3 
Fuck the Facts,Disgorge Mexico,Rock,Grindcore,2008, 8.0 
Luomo,Convivial,Electronic,House,2008, 8.5 
Crystal Stilts,Alight of Night,Rock,Lo-Fi,2008, 8.1 
Jean Grae,Jeanius,Hip Hop,None,2008, 8.3 
Arthur Russell,Love Is Overtaking Me,Rock,Acoustic,2008, 8.3 
Blitzen Trapper,Furr,Rock,Alternative Rock,2008, 8.5 
Deerhunter,Microcastle/Weird Era Cont.,Rock,Indie Rock,2008, 9.2 
The Sea and Cake,Car Alarm,Rock,Post Rock,2008, 8.0 
DJ /rupture,Uproot,Electronic,Leftfield,2008, 8.8 
Johnny Cash,Johnny Cash at Folsom Prison: Legacy Edition,None,None,2008, 9.7 
Parts & Labor,Receivers,Electronic,Experimental,2008, 8.1 
Bob Dylan,The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1986-2006,None,None,2008, 8.6 
Various Artists,Awake My Soul: The Original Soundtrack / Help Me to Sing: Songs of the Sacred Harp,None,None,2008, 8.8 
Gang Gang Dance,Saint Dymphna,Electronic,Tribal,2008, 8.5 
Fucked Up,The Chemistry of Common Life,Rock,Hardcore,2008, 8.8 
Jay Reatard,Matador Singles '08,Rock,Garage Rock,2008, 8.4 
Mount Eerie With Julie Doiron and Fred Squire,Lost Wisdom,Folk World & Country,Indie Rock,2008, 8.3 
Marnie Stern,This Is It and I Am It and You Are It and So Is That and He Is It and She Is It and It Is It and That Is That,Rock,Alternative Rock,2008, 8.3 
Antony and the Johnsons,Another World EP,Electronic,Minimal,2008, 8.0 
Department of Eagles,In Ear Park,Rock,Folk Rock,2008, 8.3 
The Week That Was,The Week That Was,Rock,Pop Rock,2008, 8.2 
Vivian Girls,Vivian Girls,Rock,Shoegaze,2008, 8.5 
Teenage Jesus and Beirut Slump,Shut Up and Bleed,Rock,No Wave,2008, 8.5 
Saint Etienne,London Conversations: The Best of Saint Etienne,Electronic,Leftfield,2008, 8.8 
Leila,Blood Looms and Blooms,Electronic,IDM,2008, 8.0 
Apollo Sunshine,Shall Noise Upon,Folk World & Country,None,2008, 8.0 
The Replacements,Tim,Rock,Alternative Rock,2008, 8.7 
Gentleman Jesse & His Men,Gentleman Jesse & His Men,Rock,Power Pop,2008, 8.1 
High Places,High Places,Electronic,Experimental,2008, 8.0 
Brightblack Morning Light,Motion to Rejoin,Funk / Soul,Folk,2008, 8.3 
TV on the Radio,Dear Science,Electronic,Leftfield,2008, 9.2 
Rodriguez,Cold Fact,Rock,Folk Rock,2008, 8.0 
John Adams,A Flowering Tree,Classical,Opera,2008, 8.4 
Shugo Tokumaru,Exit,Rock,Black Metal,2008, 8.0 
The Tough Alliance,The New School,Electronic,Progressive House,2008, 8.5 
Original Silence,The Second Original Silence,Jazz,Free Jazz,2008, 8.0 
Luciano,Fabric 41,Electronic,House,2008, 8.5 
Calexico,Carried to Dust,Rock,Folk Rock,2008, 8.3 
Okkervil River,The Stand Ins,Rock,Alternative Rock,2008, 8.0 
The Clientele,That Night a Forest Grew EP,None,None,2008, 8.0 
Robyn Hitchcock and the Egyptians,Luminous Groove,Rock,Alternative Rock,2008, 8.7 
Tom Carter and Christian Kiefer,From the Great American Songbook,Folk World & Country,Experimental,2008, 8.5 
Burning Witch,Crippled Lucifer (Ten Psalms for Our Lord of Light),None,None,2008, 8.3 
Flying Lotus,Los Angeles,Electronic,Instrumental,2008, 8.5 
Truckasauras,Tea Parties Guns & Valor,Electronic,Electro,2008, 8.2 
Grouper,Dragging a Dead Deer Up a Hill,Electronic,Folk Rock,2008, 8.2 
Lindstr?m,Where You Go I Go Too,Electronic,Deep House,2008, 8.6 
Various Artists,Eccentric Soul: The Tragar & Note Labels,Funk / Soul,Soul,2008, 8.0 
Stereolab,Chemical Chords,Electronic,Space Rock,2008, 8.1 
The Walkmen,You & Me,Hip Hop,None,2008, 8.5 
Snowman,The Horse the Rat and the Swan,Rock,No Wave,2008, 8.0 
Willie Nelson,Stardust: Legacy Edition,None,None,2008, 9.3 
Various Artists,The Complete Motown Singles Vol. 10: 1970,Rock,None,2008, 9.0 
Basic Channel,BCD-2,Electronic,Techno,2008, 9.1 
Sonic Youth,Andre Sider Af Sonic Youth,Electronic,Noise,2008, 8.2 
Scott Walker,'Til the Band Comes In,Pop,Vocal,2008, 8.4 
Vast Aire,Deuces Wild,None,None,2008, 8.0 
Various Artists,Nigeria 70: Lagos Jump Original Heavyweight Afrobeat Highlife & Afro-Funk,None,None,2008, 8.5 
Ragga Twins,Ragga Twins Step Out,Electronic,Ragga HipHop,2008, 8.5 
Blondie,Parallel Lines: Deluxe Edition,Rock,New Wave,2008, 9.7 
Torche,Meanderthal,Rock,Stoner Rock,2008, 8.2 
Manu Chao,Estacion Proxima: Esperanza,Rock,Folk Rock,2008, 7.7 
The Bug,London Zoo,Electronic,Grime,2008, 8.6 
Wale,The Mixtape About Nothing,Hip Hop,None,2008, 8.4 
Diplo / Santogold,Top Ranking,Electronic,Bass Music,2008, 8.0 
The Dutchess and the Duke,She's the Dutchess He's the Duke,Rock,Indie Rock,2008, 8.2 
U2,Boy,Electronic,House,2008, 8.3 
Karen Dalton,Green Rocky Road,Folk World & Country,Folk,2008, 8.0 
Harvey Milk,Life...The Best Game in Town,Rock,Doom Metal,2008, 8.6 
The Pogues,Just Look Them Straight in the Eye and Say...Poguemahone!!,Rock,Folk Rock,2008, 8.5 
NOMO,Ghost Rock,Electronic,Afro-Cuban Jazz,2008, 8.3 
Eat Skull,Sick to Death,Rock,Lo-Fi,2008, 8.3 
The Hold Steady,Stay Positive,Rock,Indie Rock,2008, 8.4 
The Chap,Mega Breakfast,Electronic,Alternative Rock,2008, 8.1 
Abe Vigoda,Skeleton,Rock,Noise,2008, 8.3 
Hanggai,Introducing Hanggai,Folk World & Country,Mouth Music,2008, 8.0 
Nachtmystium,Assassins: Black Meddle Pt. 1,None,None,2008, 8.9 
Sebadoh,Bubble and Scrape Deluxe Edition,None,None,2008, 9.2 
Vapnet,D?da Fallet,Rock,Pop Rock,2008, 8.2 
Dennis Wilson,Pacific Ocean Blue: Legacy Edition,None,None,2008, 8.5 
Various Artists,Nigeria Disco Funk Special,Funk / Soul,Disco,2008, 8.2 
Jay Reatard,Singles 06-07,Rock,Garage Rock,2008, 8.1 
Syclops,I've Got My Eye on You,Electronic,Leftfield,2008, 8.2 
Girl Talk,Feed the Animals,Electronic,Rock & Roll,2008, 8.0 
Air France,No Way Down EP,None,None,2008, 8.6 
Ponytail,Ice Cream Spiritual,Rock,Psychedelic Rock,2008, 8.4 
Liz Phair,Exile in Guyville (15th Anniversary),None,None,2008, 9.6 
James Blackshaw,Litany of Echoes,Folk World & Country,Acoustic,2008, 8.3 
Various Artists,African Scream Contest: Raw & Psychedelic Sounds From Benin & Togo 70s,None,None,2008, 8.9 
Mogwai,Young Team (2008 edition),None,None,2008, 9.2 
The Beach Boys,U.S. Singles Collection: The Capitol Years (1962-1965),Rock,Surf,2008, 8.3 
Lil Wayne,Tha Carter III,Hip Hop,None,2008, 8.7 
Paavoharju,Laulu Laakson Kukista,Electronic,Modern Classical,2008, 8.3 
Crystal Antlers,EP,Electronic,Electro,2008, 8.5 
Shy Child,Noise Won't Stop,None,None,2008, 8.0 
Fleet Foxes,Fleet Foxes,Rock,Folk Rock,2008, 9.0 
Gas,Nah Und Fern,Electronic,Modern Classical,2008, 9.2 
Shearwater,Rook,Rock,Country,2008, 8.0 
Spiritualized,Songs in A&E,Rock,None,2008, 8.4 
Wildbirds & Peacedrums,Heartcore,Electronic,Techno,2008, 8.0 
Leviathan,Massive Conspiracy Against All Life,Electronic,Black Metal,2008, 8.0 
Steinski,What Does It All Mean? 1983-2006 Retrospective,Electronic,Cut-up/DJ,2008, 8.7 
Etran Finatawa,Desert Crossroads,Folk World & Country,None,2008, 8.0 
"Bonnie ""Prince"" Billy ", Lie Down in the Light,Rock,Folk Rock,2008, 8.7 
Crystal Stilts,Crystal Stilts,Rock,Lo-Fi,2008, 8.3 
HEALTH,DISCO,Electronic,Drone,2008, 8.0 
Ellen Allien,Sool,Electronic,Abstract,2008, 8.0 
Various Artists,Soul Messages from Dimona,Funk / Soul,None,2008, 8.4 
Mudhoney,Superfuzz Bigmuff Deluxe Edition,None,None,2008, 9.1 
Various Artists,Carolina Funk: First in Funk 1968-1977,Funk / Soul,Soul,2008, 8.2 
Les Rallizes Denudes,Eve Night,Electronic,Eurobeat,2008, 8.0 
Subtle,ExitingARM,Electronic,Hip Hop,2008, 8.3 
Quiet Village,Silent Movie,Electronic,Leftfield,2008, 8.1 
Kid Creole,Going Places: The August Darnell Years 1976-1983,None,None,2008, 8.6 
Otis Redding,Otis Blue: Otis Redding Sings Soul (Collector's Edition),None,None,2008, 10.0 
Chuck Berry,Johnny B. Goode: His Complete '50s Chess Recordings,None,None,2008, 9.5 
Various Artists,Funky Nassau: The Compass Point Story 1980-1986,Electronic,Leftfield,2008, 8.2 
Sun City Girls,You're Never Alone with a Cigarette (Singles Vol. 1),Rock,Experimental,2008, 8.2 
The Tallest Man on Earth,Shallow Grave,Rock,Folk Rock,2008, 8.3 
No Age,Nouns,Rock,Noise,2008, 9.2 
Fairport Convention,What We Did on Our Holidays,Rock,Folk Rock,2008, 8.8 
Jucifer,L'autrichienne,Rock,Hardcore,2008, 8.0 
Portishead,Third,Electronic,Downtempo,2008, 8.8 
Love,Forever Changes (Collector's Edition),None,None,2008, 8.6 
Titus Andronicus,The Airing of Grievances,Rock,Folk Rock,2008, 8.5 
Toumast,Ishumar,Rock,African,2008, 8.0 
diskJokke,Staying In,Electronic,House,2008, 8.0 
Mantronix,Mantronix: The Album (Deluxe Edition),None,None,2008, 8.1 
The Replacements,Sorry Ma Forgot to Take Out the Trash,Rock,Garage Rock,2008, 9.4 
Nadja,Skin Turns to Glass,Electronic,Noise,2008, 7.0 
Orchestral Manoeuvres in the Dark,Dazzle Ships,Electronic,Synth-pop,2008, 8.4 
Toumani Diabat?,The Mande Variations,Folk World & Country,African,2008, 8.3 
M83,Saturdays=Youth,Electronic,Shoegaze,2008, 8.5 
Frightened Rabbit,Midnight Organ Fight,Rock,Indie Rock,2008, 8.1 
Cut Copy,In Ghost Colours,Electronic,Electro,2008, 8.8 
Sun Kil Moon,April,Rock,Acoustic,2008, 8.3 
Various Artists,The Sound of Philadelphia: Gamble & Huff's Greatest Hits,Funk / Soul,Rhythm & Blues,2008, 8.5 
Man Man,Rabbit Habits,Rock,Experimental,2008, 8.0 
Various Artists,Nigeria Special: Modern Highlife Afro-Sounds & Nigerian Blues,Rock,African,2008, 8.0 
Nick Cave & the Bad Seeds,Dig!!! Lazarus Dig!!!,Rock,Indie Rock,2008, 8.4 
Pete & the Pirates,Little Death,Rock,None,2008, 8.0 
Willie Nelson,One Hell of a Ride,Folk World & Country,None,2008, 8.6 
The Microphones,The Glow Pt. 2,Rock,Indie Rock,2008, 9.3 
The Lemonheads,It's a Shame About Ray (Collector's Edition),None,None,2008, 8.4 
Carl Craig,Sessions,Electronic,House,2008, 9.0 
Mission of Burma,Signals Calls and Marches,Rock,Punk,2008, 9.8 
The Dodos,Visiter,Rock,Acoustic,2008, 8.5 
Fuck Buttons,Street Horrrsing,Electronic,Noise,2008, 8.6 
Plants and Animals,Parc Avenue,Rock,Alternative Rock,2008, 8.0 
Hercules and Love Affair,Hercules and Love Affair,Electronic,Leftfield,2008, 9.1 
Rhys Chatham & His Guitar Trio All-Stars,Guitar Trio Is My Life!,Rock,Punk,2008, 8.7 
WHY?,Alopecia,Electronic,Experimental,2008, 8.2 
The Ruby Suns,Sea Lion,Rock,Indie Rock,2008, 8.3 
Clark,Turning Dragon,Electronic,IDM,2008, 8.2 
Kelley Polar,I Need You to Hold on While the Sky Is Falling,Electronic,House,2008, 8.4 
The Jet Age,What Did You Do During the War Daddy?,None,None,2008, 8.0 
Fleet Foxes,Sun Giant EP,None,None,2008, 8.7 
Kutiman,Kutiman,Funk / Soul,Afrobeat,2008, 8.2 
Born Ruffians,Red Yellow & Blue,Rock,Indie Rock,2008, 8.0 
Beach House,Devotion,Rock,Black Metal,2008, 8.5 
Belong,Colorloss Record EP,None,None,2008, 8.4 
Los Campesinos!,Hold on Now Youngster...,Rock,Pop Rock,2008, 8.4 
Atlas Sound,Let the Blind Lead Those Who Can See But Cannot Feel,Electronic,Shoegaze,2008, 8.6 
Nick Lowe,Jesus of Cool,Rock,New Wave,2008, 9.3 
The Mountain Goats,Heretic Pride,Rock,Indie Rock,2008, 8.0 
Disfear,Live the Storm,Rock,Thrash,2008, 8.3 
High Places,03/07 - 09/07,Electronic,Experimental,2008, 8.3 
The Mae Shi,HLLLYH,Electronic,Leftfield,2008, 8.1 
British Sea Power,Do You Like Rock Music?,Rock,Alternative Rock,2008, 8.2 
Ross Johnson,Make It Stop! The Most of Ross Johnson,None,None,2008, 8.3 
Xasthur,Defective Epitaph,None,None,2008, 6.9 
Evangelicals,The Evening Descends,Rock,Indie Rock,2008, 8.3 
Beck,Odelay: Deluxe Edition,None,None,2008, 8.5 
Vampire Weekend,Vampire Weekend,Rock,Indie Rock,2008, 8.8 
Drive-By Truckers,Brighter Than Creation's Dark,Rock,Country Rock,2008, 8.2 
Gram Parsons,Gram Parsons Archives Volume 1: Gram Parsons with the Flying Burrito Brothers Live at the Avalon Ballroom 1969,None,None,2008, 8.2 
Times New Viking,Rip It Off,Rock,Lo-Fi,2008, 8.4 
The Magnetic Fields,Distortion,Rock,Alternative Rock,2008, 8.0 
Lupe Fiasco,The Cool,Hip Hop,Conscious,2008, 8.1 
Jonny Greenwood,There Will Be Blood OST,None,None,2008, 8.1 
Alexander Turnquist,Faint at the Loudest Hour,None,None,2007, 8.2 
Eleanoora Rosenholm,Vainajan Muotokuva,Electronic,Experimental,2007, 8.2 
Melchior Productions,No Disco Future,Electronic,House,2007, 8.6 
Yellow Swans,At All Ends,Electronic,Noise,2007, 8.6 
Ocean,Precambrian,Rock,Hardcore,2007, 8.3 
Food for Animals,Belly,Electronic,Noise,2007, 8.1 
Various Artists,The Complete Motown Singles Vol. 9: 1969,Rock,Pop Rock,2007, 9.4 
El Guincho,Alegranza!,None,None,2007, 8.3 
The Dillinger Escape Plan,Ire Works,Rock,Math Rock,2007, 8.0 
Bee Gees,Greatest,Electronic,Vocal,2007, 8.8 
Konono Nш1,Live at Couleur Cafe,Folk World & Country,African,2007, 8.1 
Bottomless Pit,Hammer of the Gods,Rock,Indie Rock,2007, 8.3 
Various Artists,Eccentric Soul: The Outskirts of Deep City,Funk / Soul,Funk,2007, 8.0 
Tabu Ley Rochereau,The Voice of Lightness,Folk World & Country,African,2007, 8.3 
C.C.C.C.,Early Works,Electronic,Techno,2007, 8.0 
Various Artists,Black Mirror: Reflections in Global Music (1918-1955),Folk World & Country,None,2007, 8.6 
Various Artists,Cadenza Contemporary 01/Classics,Electronic,Tech House,2007, 8.2 
Boscoe,Boscoe,Funk / Soul,Soul,2007, 8.5 
Excepter,Tank Tapes,Rock,Avantgarde,2007, 8.0 
J?hann J?hannsson,Englab?rn,Electronic,Neo-Classical,2007, 8.0 
The Honeydrips,Here Comes the Future,Pop,None,2007, 8.4 
High on Fire,Death Is This Communion,Rock,Heavy Metal,2007, 8.2 
Various Artists,Downtown 81 OST,None,None,2007, 8.0 
Scarface,MADE,Hip Hop,Gangsta,2007, 8.0 
Various Artists,The Very Best of Ethiopiques: Hypnotic Grooves From the Legendary Series,Jazz,Modal,2007, 9.2 
James Brown,The Singles Volume Four: 1966-1967,None,None,2007, 8.4 
Various Artists,The Complete Motown Singles Vol. 8: 1968,Rock,Pop Rock,2007, 9.2 
Various Artists,The Big Stiff Box Set,Rock,Power Pop,2007, 9.0 
Mouthus,Saw a Halo,Rock,Noise,2007, 8.5 
Wu-Tang Clan,8 Diagrams,Hip Hop,Thug Rap,2007, 8.0 
Various Artists,Brazil 70: After Tropic?lia – New Directions in Brazilian Music in the 1970s,None,None,2007, 8.9 
Various Artists,The Art of Field Recording Vol. 1,None,None,2007, 9.0 
Karen Dalton,Cotton Eyed Joe: The Loop Tapes - Live in Boulder - 1962,None,None,2007, 8.0 
Bob Marley & the Wailers,Exodus: 30th Anniversary Edition,Reggae,None,2007, 8.4 
Ghostface Killah,The Big Doe Rehab,Hip Hop,None,2007, 8.0 
Supersilent,8, Electronic,Free Jazz,2007, 8.4 
Glass Candy,B/E/A/T/B/O/X,Electronic,Italo-Disco,2007, 8.1 
U2,The Joshua Tree: Deluxe Edition,None,None,2007, 8.9 
Robyn Hitchcock,I Wanna Go Backwards,Rock,Alternative Rock,2007, 8.7 
Nadja,Radiance of Shadows,Rock,Doom Metal,2007, 8.2 
Common,Thisisme Then: The Best of Common,Hip Hop,Conscious,2007, 8.0 
Enon,Believo!,Electronic,Alternative Rock,2007, 8.4 
Pylon,Gyrate Plus,Rock,New Wave,2007, 8.8 
Daft Punk,Alive 2007,Electronic,House,2007, 8.5 
Miles Davis,The Complete On the Corner Sessions,Jazz,Fusion,2007, 9.2 
Nick Drake,Fruit Tree,Rock,Folk Rock,2007, 8.1 
Burial,Untrue,Electronic,UK Garage,2007, 8.4 
Uusitalo,Karhunainen,Electronic,House,2007, 8.2 
Neko Case,The Virginian,Pop,Indie Pop,2007, 7.3 
Jay Z,American Gangster,Hip Hop,None,2007, 8.6 
Muscles,Guns Babes Lemonade,Electronic,House,2007, 8.3 
Grizzly Bear,Friend EP,Rock,Folk Rock,2007, 8.5 
Sharon Jones and the Dap-Kings,100 Days 100 Nights,Funk / Soul,Rhythm & Blues,2007, 8.0 
White Williams,Smoke,Electronic,Lo-Fi,2007, 8.3 
Various Artists,I'm Not There OST,None,None,2007, 8.0 
Can,Anthology,Reggae,Reggae,2007, 8.8 
Joy Division,Unknown Pleasures,Rock,New Wave,2007, 10.0 
Culture,Two Sevens Clash: The 30th Anniversary Edition,Reggae,Roots Reggae,2007, 9.0 
Phosphorescent,Pride,Rock,Alternative Rock,2007, 8.0 
The Tough Alliance,A New Chance,Electronic,Electro,2007, 8.6 
R?is?n Murphy,Overpowered,Electronic,House,2007, 8.0 
Stereo Total,Paris-Berlin,Electronic,Hard House,2007, 8.0 
Radiohead,In Rainbows,Electronic,Alternative Rock,2007, 9.3 
Billie Holiday,Lady Day: The Master Takes and Singles,Jazz,Swing,2007, 9.0 
Chromatics,Night Drive,Electronic,Italo-Disco,2007, 8.3 
Beirut,The Flying Club Cup,Pop,Folk,2007, 8.0 
Black Kids,Wizard of Ahhhs EP,None,None,2007, 8.4 
Bon Iver,For Emma Forever Ago,Rock,Folk Rock,2007, 8.1 
Sir Richard Bishop,Polytheistic Fragments,Rock,Acoustic,2007, 8.2 
Sunset Rubdown,Random Spirit Lover,Rock,Indie Rock,2007, 8.5 
Edwyn Collins,Home Again,Rock,Folk Rock,2007, 8.0 
Shocking Pinks,Shocking Pinks,Rock,Shoegazer,2007, 8.3 
Future of the Left,Curses,Rock,Hardcore,2007, 8.0 
Ricardo Villalobos,Fabric 36,Electronic,House,2007, 8.7 
Iron & Wine,The Shepherd's Dog,Rock,Folk Rock,2007, 8.6 
Various Artists,Love Is the Song We Sing: San Francisco Nuggets 1965-1970,Rock,Garage Rock,2007, 8.2 
Baroness,Red Album,Rock,Stoner Rock,2007, 8.4 
Ewan Pearson,Piece Work,Electronic,House,2007, 8.2 
Pink Floyd,The Piper at the Gates of Dawn (40th Anniversary Edition),None,None,2007, 9.4 
Les Savy Fav,Let's Stay Friends,Rock,Punk,2007, 8.3 
Broken Social Scene / Kevin Drew,Spirit If...,Rock,Indie Rock,2007, 8.2 
The Modern Lovers,The Modern Lovers,Rock,Garage Rock,2007, 9.2 
Kanye West,Graduation,Hip Hop,Pop Rap,2007, 8.7 
Animal Collective,Strawberry Jam,Rock,Leftfield,2007, 9.3 
Various Artists,From Dubplate to Download: The Best of Greensleeves Records,Reggae,Roots Reggae,2007, 9.0 
Dirty Projectors,Rise Above,Rock,Heavy Metal,2007, 8.1 
Napalm Death,Scum: 20th Anniversary Edition,None,None,2007, 8.4 
Black Lips,Good Bad Not Evil,Rock,Garage Rock,2007, 8.3 
Jens Lekman,Night Falls Over Kortedala,Rock,Folk Rock,2007, 9.0 
Various Artists,Wattstax,Funk / Soul,Gospel,2007, 9.1 
A Place to Bury Strangers,A Place to Bury Strangers,Rock,Experimental,2007, 8.4 
Prinzhorn Dance School,Prinzhorn Dance School,Electronic,Art Rock,2007, 8.2 
Prefab Sprout,Steve McQueen (Deluxe Edition),None,None,2007, 8.6 
Joan as Police Woman,Real Life,Electronic,Progressive House,2007, 8.1 
Liars,Liars,Electronic,Leftfield,2007, 8.5 
Caribou,Andorra,Electronic,Indie Pop,2007, 8.3 
M.I.A.,Kala,Electronic,Breakbeat,2007, 8.9 
Wingtip Sloat,Add This to Rhetoric,Rock,Experimental,2007, 8.3 
UGK,Underground Kingz,Hip Hop,Screw,2007, 8.4 
Various Artists,The Complete Motown Singles Vol. 7: 1967,Rock,Rock & Roll,2007, 9.9 
Life Without Buildings,Live at the Annandale Hotel,Rock,Indie Rock,2007, 8.7 
Nina Nastasia & Jim White,You Follow Me,Rock,Alternative Rock,2007, 8.6 
The Angels of Light,We Are Him,Rock,Alternative Rock,2007, 8.0 
Charles Mingus Sextet With Eric Dolphy,Cornell 1964,Jazz,Hard Bop,2007, 8.9 
Bodies of Water,Ears Will Pop & Eyes Will Blink,Rock,Indie Rock,2007, 8.2 
Young Marble Giants,Colossal Youth and Collected Works,Rock,Indie Rock,2007, 9.3 
Hawkwind,Space Ritual: Collector's Edition,None,None,2007, 8.6 
Blossom Toes,We Are Ever So Clean,Rock,Pop Rock,2007, 8.6 
"Lee ""Scratch"" Perry ", Ape-ology,Reggae,Roots Reggae,2007, 8.7 
Apparat,Walls,Electronic,Leftfield,2007, 8.1 
Okkervil River,The Stage Names,Rock,Indie Rock,2007, 8.7 
High Places,High Places EP,Electronic,Experimental,2007, 8.2 
White Noise,An Electric Storm,Electronic,Abstract,2007, 8.6 
Laurie Anderson,Big Science,Electronic,Experimental,2007, 8.7 
Patton Oswalt,Werewolves and Lollipops,Non-Music,Comedy,2007, 8.0 
Harlan T. Bobo,I'm Your Man,Rock,Blues Rock,2007, 8.1 
Oh No,Dr. No's Oxperiment,Hip Hop,Instrumental,2007, 8.0 
1990s,Cookies,Rock,Indie Rock,2007, 8.1 
St. Vincent,Marry Me,Electronic,Synth-pop,2007, 8.0 
New Young Pony Club,Fantastic Playroom,Electronic,Synth-pop,2007, 8.2 
Yeah Yeah Yeahs,Is Is EP,Electronic,Tech House,2007, 8.2 
Various Artists,Eccentric Soul: The Prix Label,Funk / Soul,Soul,2007, 8.1 
September Collective,All the Birds Were Anarchists,Electronic,Abstract,2007, 8.0 
Sebadoh,The Freed Man,Rock,Folk Rock,2007, 8.6 
Los Campesinos!,Sticking Fingers Into Sockets EP,None,None,2007, 8.4 
Various Artists,The Great Koonaklaster Speaks: A John Fahey Celebration,Rock,Acoustic,2007, 8.2 
The Knife,Silent Shout Deluxe Edition,None,None,2007, 8.0 
Skeletons and the Kings of All Cities,Lucas,Rock,Experimental,2007, 8.2 
